GIS_ID,FACILITY,NAME,TYPE,SHAPE_Area,FEAT_ID,OBJECTID,GLOBALID,SHAPE_Length
99063,0,CITY PARK POND,PERCOLATION POND,100928.778265023,180,154,{203AA952-AB23-4C42-A523-F1D4386F621E},1794.68086784609
99023,0,WILLIAMS RESERVOIR,LAKE,150741.90042128,181,155,{21607C32-AA73-4373-B2AB-68AEBA29F1EE},2517.58873926946
99017,0,SAN FELIPE LAKE,LAKE,4758171.90175304,182,156,{0846EF1F-0E5F-4F6A-8A43-683441DB6E03},12038.7311130665
99024,0,BORONDA LAKE,LAKE,349759.094395795,183,157,{B2749053-38B3-4002-9B2C-C675C947D565},4155.75897790417
99003,0,CHERRY FLAT RESERVOIR,LAKE,840380.918308098,184,158,{45516A0B-5D23-489B-AE17-0FAB92973AF6},6005.23935894621
99004,0,COTTONWOOD LAKE,LAKE,498652.104173818,185,159,{E0757812-C726-4E2F-8844-796588FFD6DE},3034.77120903803
99006,0,HALLS VALLEY LAKE,LAKE,1711207.03259942,186,160,{52E76668-B2C3-41F0-AA11-365C9ECE6ED4},7341.88313093574
99001,0,BULLHEAD RESERVOIR,LAKE,10304.2496343574,187,161,{0DE09FBF-C0A7-45AE-B7D9-F791CF588026},452.660383464464
99007,0,HOOVER LAKE,LAKE,107584.673774869,188,162,{1AD882C1-A3D6-40E5-BAC5-62E8D55660A8},2610.08954609612
99009,0,LAKE COUZZENS,LAKE,355775.990944584,189,163,{E9308732-FD81-471B-84D5-F87A4CC5ED9B},2256.71682705058
99012,0,LAKE KITTREDGE,LAKE,557287.743014579,190,164,{0CBDD436-723D-4F23-8BE6-DC03FF6DD5E5},2969.199269776
99013,0,LAKE RANCH RESERVOIR,LAKE,793314.771604248,191,165,{31B7E44E-88C5-442A-9774-71ED905C26A3},4745.94726692635
99014,0,MUD LAKE,LAKE,18800.2961409697,192,166,{90C64CE2-94B7-4D13-8032-D7880E9D4A1F},512.027934560268
99016,0,OAK SPRINGS RESERVOIR,LAKE,198456.188589736,193,167,{0607A078-36F9-4C03-B32A-338FF6B4613A},3396.71657717926
99021,0,SHAEIRN LAKE,LAKE,101163.465761078,194,168,{54AAE2A3-C9A3-432E-A5AB-18DDF91BF1D6},1601.87323399849
99022,0,TWIN LAKES,LAKE,52275.2695762029,195,169,{A1383679-0B58-4E5A-9F49-279236103CD5},909.399792899358
99022,0,TWIN LAKES,LAKE,79586.8145879442,196,170,{E4F06C5F-9B54-46F1-B94C-0D5E0A0AD889},1478.61247258595
92401,9240,ALMADEN LAKE,LAKE,1399150.10836177,197,171,{FB6B20CE-8397-4CB8-97F1-F729DEEE01DB},5979.92881956512
99026,0,SHORELINE LAKE,LAKE,2083673.60277106,198,172,{7AA794C8-587E-4CEA-84EC-F629AE10343A},7316.15989421147
99025,0,SANDY WOOL LAKE,LAKE,561034.34546376,199,173,{E3E81B99-6580-47DE-81C7-ED909AA24493},3481.46613727379
99027,0,LONE LAKE,LAKE,27959.1152140816,200,174,{BAEB88B4-6E63-4EF0-A8FA-11E89B2455D6},729.448795810522
99019,0,SAN LUIS RESERVOIR,LAKE,558026635.504918,201,175,{C78233BF-8324-4774-999D-331882410F92},306307.612841302
99015,0,O NEILL FOREBAY,LAKE,96309806.9286438,202,176,{C262C7FF-37A3-44A1-BBE3-79EC37177BEC},68978.2689169817
99019,0,SAN LUIS RESERVOIR,LAKE,5998769.16286386,203,177,{9156BE03-A67C-4BD1-972B-7359965E8147},23659.0600665448
99008,0,LAGUNITA LAKE,LAKE,458121.150844376,204,178,{7030256A-D0E0-4D45-A113-179F9B0A77C7},2645.0395232323
99010,0,LAKE CUNNINGHAM,LAKE,2164013.09865806,205,179,{ABEEA4CC-FEEC-4E30-A86C-55AAC2DFC53A},9860.41988729231
99020,0,SEARSVILLE LAKE,LAKE,776430.392811246,206,180,{CFF16729-6E42-405C-9202-70150DB36D40},6172.20882761765
91900,9190,LEXINGTON RESERVOIR,RESERVOIR,262784.092585286,207,181,{00357F26-70E1-4687-82EF-76629FB95080},2387.68813921268
91950,9195,PACHECO LAKE,RESERVOIR,6437109.1641896,208,182,{EABAA335-4E66-4F8E-83D7-6087857699F9},28623.6357742457
91910,9191,STEVENS CREEK RESERVOIR,RESERVOIR,3778763.23925862,209,183,{2BAF95A0-6B2E-45E6-9AF6-C86256143EFE},20332.9734609546
91930,9193,UVAS RESERVOIR,RESERVOIR,21476.9451720587,210,184,{6D8F7B2E-FB2C-47D0-878A-3F7BFFC41997},695.691712622385
91930,9193,UVAS RESERVOIR,RESERVOIR,765882.54053928,211,185,{B54D9F0C-F599-457B-84B7-AB4D539C1761},6442.48960483777
91930,9193,UVAS RESERVOIR,RESERVOIR,10437232.5344113,212,186,{A89D5695-42A8-4D4A-AD4E-F828A2464A21},33589.5057399164
91920,9192,VASONA RESERVOIR,RESERVOIR,2269185.22078704,213,187,{E99AD1C4-8B54-4911-AEF1-AC202DE68D78},10481.2110811666
91850,9185,ALMADEN RESERVOIR,RESERVOIR,2162636.57740477,214,188,{A0666F7A-5BD9-4A45-A5A8-8F2DDFD85893},15499.0243017955
91860,9186,ANDERSON RESERVOIR,RESERVOIR,41538451.8898098,215,189,{BBA0CD9E-9E4C-4171-A65B-3494E3B74503},101274.93248625
91870,9187,CALERO RESERVOIR,RESERVOIR,12675961.5401545,216,190,{716CED78-95D7-4D98-A722-42ABE1E5F5E3},38928.7017455376
91940,9194,CHESBRO RESERVOIR,RESERVOIR,8442790.54025563,217,191,{94515487-4F4B-4376-BF43-5D733636FB34},29339.733314606
91940,9194,CHESBRO RESERVOIR,RESERVOIR,165744.285797123,218,192,{036EC650-0866-4FCB-AAC9-1DBA3470E566},1851.65897777459
91880,9188,COYOTE RESERVOIR,RESERVOIR,19573950.8404005,219,193,{DDEE7B16-BE24-4212-83CE-6C99105127FE},42411.0964985854
99005,0,FELT LAKE,RESERVOIR,1848474.75095016,220,194,{B9B97A21-CC18-4629-B11E-C112BA71E78E},10167.5298284843
91890,9189,GUADALUPE RESERVOIR,RESERVOIR,2498564.01098328,221,195,{5CE8ECDB-E6CB-4AB3-8045-60FD6C1FAA4D},15356.608223153
99018,0,SAN FRANCISCO BAY,BAY,503100804.047948,222,196,{F47615E8-EECB-403B-8FC4-B4AC5AF0D9E3},876397.206455736
99002,0,CALAVERAS RESERVOIR,RESERVOIR,56712499.0238887,223,197,{8C4E8B25-EAB4-47A8-81F3-E33F1D69BCD1},80428.1475040015
99011,0,LAKE ELSMAN,RESERVOIR,3355132.95961877,224,198,{399BF9F9-1116-4478-88F2-74984A6F7642},20457.7012520034
91900,9190,LEXINGTON RESERVOIR,RESERVOIR,9643895.99279771,225,199,{FF54951B-C7BD-4721-BF36-9CE469023FED},34943.1921690089
99062,0,OGIER PONDS,LAKE,13130.5396623561,226,200,{C38FC880-9E56-4C3A-8B76-33F55DF7C391},515.429142321789
